Date,Item,Item
2016-12-11,Pastry,1
2016-12-11,Sandwich,1
2016-12-11,Smoothies,1
2016-12-11,Truffles,1
2016-12-11,Vegan mincepie,1
2016-12-12,Bread,23
2016-12-12,Coffee,21
2016-12-12,Cake,6
2016-12-12,Tea,6
2016-12-12,Vegan mincepie,5
2016-12-12,Jam,4
2016-12-12,Pastry,4
2016-12-12,Sandwich,4
2016-12-12,Toast,4
2016-12-12,Bakewell,2
2016-12-12,Hot chocolate,2
2016-12-12,Medialuna,2
2016-12-12,Mineral water,2
2016-12-12,Alfajores,1
2016-12-12,Frittata,1
2016-12-12,Fudge,1
2016-12-12,Jammie Dodgers,1
2016-12-12,Juice,1
2016-12-12,Truffles,1
2016-12-13,Coffee,27
2016-12-13,Bread,14
2016-12-13,Tea,7
2016-12-13,Jam,5
2016-12-13,Fudge,4
2016-12-13,Medialuna,4
2016-12-13,Alfajores,3
2016-12-13,Bakewell,3
2016-12-13,Farm House,3
2016-12-13,Pastry,3
2016-12-13,Scandinavian,3
2016-12-13,Toast,2
2016-12-13,Truffles,2
2016-12-13,Vegan mincepie,2
2016-12-13,Art Tray,1
2016-12-13,Cake,1
2016-12-13,Coke,1
2016-12-13,Cookies,1
2016-12-13,Frittata,1
2016-12-13,Hot chocolate,1
2016-12-13,Muffin,1
2016-12-13,Sandwich,1
2016-12-14,Coffee,31
2016-12-14,Bread,18
2016-12-14,Tea,11
2016-12-14,Alfajores,4
2016-12-14,Toast,4
2016-12-14,Jammie Dodgers,3
2016-12-14,Juice,3
2016-12-14,Muffin,3
2016-12-14,Pastry,3
2016-12-14,Sandwich,3
2016-12-14,Coke,2
2016-12-14,Farm House,2
2016-12-14,Hot chocolate,2
2016-12-14,Medialuna,2
2016-12-14,Vegan mincepie,2
2016-12-14,Art Tray,1
2016-12-14,Cake,1
2016-12-14,Fudge,1
2016-12-14,Jam,1
2016-12-14,Truffles,1
2016-12-15,Coffee,37
2016-12-15,Bread,27
2016-12-15,Hot chocolate,8
2016-12-15,Pastry,8
2016-12-15,Sandwich,4
2016-12-15,Tea,4
2016-12-15,Vegan mincepie,4
2016-12-15,Farm House,3
2016-12-15,Fudge,3
2016-12-15,Medialuna,3
2016-12-15,Alfajores,2
2016-12-15,Bare Popcorn,1
2016-12-15,Coke,1
2016-12-15,Cookies,1
2016-12-15,Dulce de Leche,1
2016-12-15,Ella's Kitchen Pouches,1
2016-12-15,Jammie Dodgers,1
2016-12-15,Toast,1
2016-12-16,Coffee,44
2016-12-16,Bread,23
2016-12-16,Tea,15
2016-12-16,Jam,9
2016-12-16,Pastry,6
2016-12-16,Sandwich,6
2016-12-16,Toast,6
2016-12-16,Alfajores,4
2016-12-16,Cookies,4
2016-12-16,Farm House,4
2016-12-16,Fudge,4
2016-12-16,Scone,4
2016-12-16,Brownie,3
2016-12-16,Juice,3
2016-12-16,Truffles,3
2016-12-16,Vegan mincepie,3
2016-12-16,Cake,2
2016-12-16,Ella's Kitchen Pouches,2
2016-12-16,Muesli,2
2016-12-16,Dulce de Leche,1
2016-12-16,Jammie Dodgers,1
2016-12-16,Medialuna,1
2016-12-16,Scandinavian,1
2016-12-17,Coffee,28
2016-12-17,Bread,27
2016-12-17,Scone,8
2016-12-17,Tea,8
2016-12-17,Farm House,6
2016-12-17,Medialuna,6
2016-12-17,Pastry,6
2016-12-17,Pintxos,6
2016-12-17,Vegan mincepie,6
2016-12-17,Cake,5
2016-12-17,Fudge,5
2016-12-17,Hot chocolate,5
2016-12-17,Jam,5
2016-12-17,Cookies,4
2016-12-17,Juice,4
2016-12-17,Coke,3
2016-12-17,Frittata,3
2016-12-17,Alfajores,2
2016-12-17,Focaccia,2
2016-12-17,Scandinavian,2
2016-12-17,The Nomad,2
2016-12-17,Crisps,1
2016-12-17,Dulce de Leche,1
2016-12-17,Lemon and coconut,1
2016-12-17,Sandwich,1
2016-12-18,Coffee,34
2016-12-18,Bread,18
2016-12-18,Hot chocolate,7
2016-12-18,Medialuna,6
2016-12-18,Brownie,5
2016-12-18,Cookies,3
2016-12-18,Fudge,3
2016-12-18,Tea,3
2016-12-18,Vegan mincepie,3
2016-12-18,Cake,2
2016-12-18,Dulce de Leche,2
2016-12-18,Frittata,2
2016-12-18,Juice,2
2016-12-18,Scone,2
2016-12-18,Coke,1
2016-12-18,Crisps,1
2016-12-18,Farm House,1
2016-12-18,Mineral water,1
2016-12-18,Muesli,1
2016-12-18,Pastry,1
2016-12-18,Tartine,1
2016-12-18,The Nomad,1
2016-12-18,Toast,1
2016-12-19,Coffee,42
2016-12-19,Bread,24
2016-12-19,Tea,16
2016-12-19,Sandwich,11
2016-12-19,Brownie,6
2016-12-19,Cookies,6
2016-12-19,Fudge,6
2016-12-19,Medialuna,6
2016-12-19,Cake,5
2016-12-19,Hot chocolate,5
2016-12-19,Juice,3
2016-12-19,Truffles,3
2016-12-19,Coke,2
2016-12-19,Farm House,2
2016-12-19,Hearty & Seasonal,2
2016-12-19,Toast,2
2016-12-19,Focaccia,1
2016-12-19,Jam,1
2016-12-19,Mineral water,1
2016-12-19,Pastry,1
2016-12-19,Scandinavian,1
2016-12-19,Scone,1
2016-12-19,Smoothies,1
2016-12-20,Coffee,32
2016-12-20,Bread,14
2016-12-20,Cake,8
2016-12-20,Hot chocolate,5
2016-12-20,Pastry,5
2016-12-20,Tea,5
2016-12-20,Cookies,4
2016-12-20,Farm House,4
2016-12-20,Medialuna,4
2016-12-20,Juice,3
2016-12-20,Sandwich,3
2016-12-20,Toast,3
2016-12-20,Hearty & Seasonal,2
2016-12-20,Brownie,1
2016-12-20,Scandinavian,1
2016-12-20,The Nomad,1
2016-12-21,Coffee,41
2016-12-21,Bread,21
2016-12-21,Cake,9
2016-12-21,Pastry,6
2016-12-21,Tea,6
2016-12-21,Hot chocolate,5
2016-12-21,Sandwich,5
2016-12-21,Cookies,4
2016-12-21,Medialuna,4
2016-12-21,Coke,3
2016-12-21,Fudge,3
2016-12-21,Brownie,2
2016-12-21,Scandinavian,2
2016-12-21,Gingerbread syrup,1
2016-12-21,Jam,1
2016-12-21,Juice,1
2016-12-21,Mineral water,1
2016-12-21,Muffin,1
2016-12-21,Smoothies,1
2016-12-21,Toast,1
2016-12-21,Truffles,1
2016-12-22,Coffee,23
2016-12-22,Bread,21
2016-12-22,Tea,14
2016-12-22,Cake,10
2016-12-22,Pastry,6
2016-12-22,Brownie,5
2016-12-22,Hot chocolate,5
2016-12-22,Fudge,4
2016-12-22,Medialuna,4
2016-12-22,Muffin,4
2016-12-22,Jam,3
2016-12-22,Juice,3
2016-12-22,Sandwich,3
2016-12-22,Cookies,2
2016-12-22,Panatone,2
2016-12-22,Art Tray,1
2016-12-22,Bare Popcorn,1
2016-12-22,Coke,1
2016-12-22,Farm House,1
2016-12-22,Mineral water,1
2016-12-22,The Nomad,1
2016-12-22,Toast,1
2016-12-22,Truffles,1
2016-12-23,Coffee,33
2016-12-23,Bread,26
2016-12-23,Cake,10
2016-12-23,Hot chocolate,9
2016-12-23,Tea,9
2016-12-23,Scone,8
2016-12-23,Brownie,5
2016-12-23,Fudge,5
2016-12-23,Medialuna,5
2016-12-23,Pastry,5
2016-12-23,Sandwich,5
2016-12-23,Muffin,4
2016-12-23,Cookies,3
2016-12-23,Farm House,3
2016-12-23,Gingerbread syrup,3
2016-12-23,Juice,3
2016-12-23,Frittata,2
2016-12-23,Jam,2
2016-12-23,Brioche and salami,1
2016-12-23,Coke,1
2016-12-23,Panatone,1
2016-12-23,Scandinavian,1
2016-12-23,Smoothies,1
2016-12-23,The Nomad,1
2016-12-23,Toast,1
2016-12-23,Truffles,1
2016-12-24,Coffee,38
2016-12-24,Bread,27
2016-12-24,Hot chocolate,14
2016-12-24,Medialuna,9
2016-12-24,Pastry,9
2016-12-24,Tea,9
2016-12-24,Cake,8
2016-12-24,Sandwich,7
2016-12-24,Scone,7
2016-12-24,Cookies,5
2016-12-24,Farm House,5
2016-12-24,Focaccia,5
2016-12-24,Coke,4
2016-12-24,Fudge,3
2016-12-24,Jam,3
2016-12-24,Juice,3
2016-12-24,Scandinavian,3
2016-12-24,Toast,3
2016-12-24,Frittata,2
2016-12-24,Panatone,2
2016-12-24,Art Tray,1
2016-12-24,Crisps,1
2016-12-24,Gingerbread syrup,1
2016-12-27,Coffee,25
2016-12-27,Hot chocolate,4
2016-12-27,Medialuna,3
2016-12-27,Pastry,3
2016-12-27,Bread,2
2016-12-27,Cake,2
2016-12-27,Sandwich,2
2016-12-27,Tea,2
2016-12-27,Cookies,1
2016-12-27,Farm House,1
2016-12-27,Gingerbread syrup,1
2016-12-27,Toast,1
2016-12-28,Coffee,34
2016-12-28,Bread,24
2016-12-28,Hot chocolate,7
2016-12-28,Sandwich,6
2016-12-28,Cake,5
2016-12-28,Medialuna,5
2016-12-28,Tea,5
2016-12-28,Cookies,2
2016-12-28,Crisps,2
2016-12-28,Farm House,2
2016-12-28,Juice,2
2016-12-28,Pastry,2
2016-12-28,Toast,2
2016-12-28,Truffles,2
2016-12-28,Bare Popcorn,1
2016-12-28,Coke,1
2016-12-28,Fudge,1
2016-12-28,Muesli,1
2016-12-29,Coffee,43
2016-12-29,Bread,38
2016-12-29,Hot chocolate,9
2016-12-29,Cake,8
2016-12-29,Medialuna,7
2016-12-29,Toast,6
2016-12-29,Pastry,5
2016-12-29,Tea,5
2016-12-29,Cookies,4
2016-12-29,Juice,4
2016-12-29,Frittata,3
2016-12-29,Jammie Dodgers,3
2016-12-29,Smoothies,3
2016-12-29,Sandwich,2
2016-12-29,Coke,1
2016-12-29,Crisps,1
2016-12-29,Farm House,1
2016-12-29,Fudge,1
2016-12-29,Hearty & Seasonal,1
2016-12-29,Jam,1
2016-12-29,Lemon and coconut,1
2016-12-29,Scandinavian,1
2016-12-29,Truffles,1
2016-12-30,Coffee,29
2016-12-30,Bread,22
2016-12-30,Tea,9
2016-12-30,Hot chocolate,7
2016-12-30,Sandwich,6
2016-12-30,Medialuna,5
2016-12-30,Cake,4
2016-12-30,Jammie Dodgers,4
2016-12-30,Frittata,3
2016-12-30,Pastry,3
2016-12-30,Farm House,2
2016-12-30,Muesli,2
2016-12-30,Toast,2
2016-12-30,Vegan mincepie,2
2016-12-30,Coke,1
2016-12-30,Cookies,1
2016-12-30,Juice,1
2016-12-30,Lemon and coconut,1
2016-12-30,Smoothies,1
2016-12-30,The Nomad,1
2016-12-31,Coffee,27
2016-12-31,Bread,26
2016-12-31,Tea,12
2016-12-31,Farm House,6
2016-12-31,Hot chocolate,6
2016-12-31,Sandwich,6
2016-12-31,Jammie Dodgers,4
2016-12-31,Cake,3
2016-12-31,Medialuna,3
2016-12-31,Pastry,3
2016-12-31,Cookies,2
2016-12-31,Scandinavian,2
2016-12-31,Vegan mincepie,2
2016-12-31,Coke,1
2016-12-31,Frittata,1
2016-12-31,Toast,1
2017-01-01,Bread,1
2017-01-03,Coffee,34
2017-01-03,Bread,11
2017-01-03,Cake,9
2017-01-03,Sandwich,5
2017-01-03,Cookies,4
2017-01-03,Hot chocolate,4
2017-01-03,Tea,4
2017-01-03,Toast,4
2017-01-03,Vegan mincepie,4
2017-01-03,Muffin,3
2017-01-03,Frittata,2
2017-01-03,Farm House,1
2017-01-03,Juice,1
2017-01-03,Mineral water,1
2017-01-04,Coffee,26
2017-01-04,Bread,12
2017-01-04,Brownie,5
2017-01-04,Cake,5
2017-01-04,Hot chocolate,4
2017-01-04,Tea,4
2017-01-04,Cookies,3
2017-01-04,Medialuna,3
2017-01-04,Pastry,3
2017-01-04,Sandwich,3
2017-01-04,Farm House,2
2017-01-04,Juice,2
2017-01-04,Coke,1
2017-01-04,Muesli,1
2017-01-04,Muffin,1
2017-01-04,Toast,1
2017-01-05,Coffee,23
2017-01-05,Bread,21
2017-01-05,Sandwich,7
2017-01-05,Juice,6
2017-01-05,Hot chocolate,4
2017-01-05,Toast,4
2017-01-05,Truffles,4
2017-01-05,Brownie,3
2017-01-05,Cookies,3
2017-01-05,Frittata,3
2017-01-05,Medialuna,3
2017-01-05,Tea,3
2017-01-05,Farm House,2
2017-01-05,Muffin,2
2017-01-05,Pastry,2
2017-01-05,Cake,1
2017-01-05,Eggs,1
2017-01-05,Ella's Kitchen Pouches,1
2017-01-05,Fudge,1
2017-01-05,Vegan mincepie,1
2017-01-06,Coffee,29
2017-01-06,Bread,16
2017-01-06,Medialuna,6
2017-01-06,Toast,6
2017-01-06,Cookies,5
2017-01-06,Tea,4
2017-01-06,Sandwich,3
2017-01-06,Cake,2
2017-01-06,Farm House,2
2017-01-06,Frittata,2
2017-01-06,Muffin,2
2017-01-06,Pastry,2
2017-01-06,Afternoon with the baker,1
2017-01-06,Coke,1
2017-01-06,Juice,1
2017-01-06,Scandinavian,1
2017-01-06,Scone,1
2017-01-07,Coffee,55
2017-01-07,Bread,36
2017-01-07,Tea,14
2017-01-07,Sandwich,12
2017-01-07,Scone,10
2017-01-07,Medialuna,8
2017-01-07,Scandinavian,7
2017-01-07,Pastry,6
2017-01-07,Cake,5
2017-01-07,Frittata,5
2017-01-07,Hot chocolate,5
2017-01-07,Truffles,5
2017-01-07,Jammie Dodgers,4
2017-01-07,Muffin,4
2017-01-07,Farm House,2
2017-01-07,Focaccia,2
2017-01-07,Toast,2
2017-01-07,Afternoon with the baker,1
2017-01-07,Coke,1
2017-01-07,Fudge,1
2017-01-07,Mineral water,1
2017-01-07,Smoothies,1
2017-01-07,Tiffin,1
2017-01-08,Coffee,27
2017-01-08,Bread,22
2017-01-08,Sandwich,7
2017-01-08,Tiffin,6
2017-01-08,Medialuna,5
2017-01-08,Tea,5
2017-01-08,Hot chocolate,4
2017-01-08,The Nomad,4
2017-01-08,Cake,3
2017-01-08,Jammie Dodgers,2
2017-01-08,Muffin,2
2017-01-08,Pastry,2
2017-01-08,Smoothies,2
2017-01-08,Truffles,2
2017-01-08,Vegan mincepie,2
2017-01-08,Afternoon with the baker,1
2017-01-08,Cookies,1
2017-01-08,Farm House,1
2017-01-08,Frittata,1
2017-01-08,Hearty & Seasonal,1
2017-01-08,Juice,1
2017-01-08,Muesli,1
2017-01-08,Scandinavian,1
2017-01-09,Coffee,28
2017-01-09,Bread,10
2017-01-09,Tea,9
2017-01-09,Scone,5
2017-01-09,Farm House,4
2017-01-09,Medialuna,4
2017-01-09,Pastry,4
2017-01-09,Cake,3
2017-01-09,Cookies,3
2017-01-09,Juice,3
2017-01-09,Jammie Dodgers,2
2017-01-09,Muffin,2
2017-01-09,Toast,2
2017-01-09,Coke,1
2017-01-09,Sandwich,1
2017-01-09,The Nomad,1
2017-01-10,Coffee,18
2017-01-10,Bread,13
2017-01-10,Tea,7
2017-01-10,Cake,6
2017-01-10,Farm House,5
2017-01-10,Sandwich,4
2017-01-10,Scone,4
2017-01-10,Pastry,3
2017-01-10,Muffin,2
2017-01-10,Coke,1
2017-01-10,Cookies,1
2017-01-10,Frittata,1
2017-01-10,Fudge,1
2017-01-10,Hearty & Seasonal,1
2017-01-10,Hot chocolate,1
2017-01-10,Jammie Dodgers,1
2017-01-10,Scandinavian,1
2017-01-10,Toast,1
2017-01-11,Coffee,27
2017-01-11,Bread,17
2017-01-11,Cake,7
2017-01-11,Tea,6
2017-01-11,Hot chocolate,5
2017-01-11,Muffin,5
2017-01-11,Medialuna,4
2017-01-11,Sandwich,3
2017-01-11,Scandinavian,3
2017-01-11,Afternoon with the baker,2
2017-01-11,Cookies,2
2017-01-11,Farm House,2
2017-01-11,Pastry,2
2017-01-11,Scone,2
2017-01-11,Tiffin,2
2017-01-11,Toast,2
2017-01-11,Alfajores,1
2017-01-11,Art Tray,1
2017-01-11,Granola,1
2017-01-11,Hearty & Seasonal,1
2017-01-12,Coffee,23
2017-01-12,Bread,11
2017-01-12,Tea,8
2017-01-12,Toast,6
2017-01-12,Cake,3
2017-01-12,Cookies,3
2017-01-12,Jammie Dodgers,3
2017-01-12,Alfajores,2
2017-01-12,Coke,2
2017-01-12,Farm House,2
2017-01-12,Frittata,2
2017-01-12,Pastry,2
2017-01-12,Tiffin,2
2017-01-12,Hot chocolate,1
2017-01-12,Juice,1
2017-01-12,Vegan mincepie,1
2017-01-13,Coffee,32
2017-01-13,Bread,15
2017-01-13,Tea,9
2017-01-13,Cake,6
2017-01-13,Pastry,6
2017-01-13,Scone,5
2017-01-13,Toast,5
2017-01-13,Hot chocolate,4
2017-01-13,Alfajores,3
2017-01-13,Medialuna,3
2017-01-13,Sandwich,3
2017-01-13,Scandinavian,3
2017-01-13,Cookies,2
2017-01-13,Farm House,2
2017-01-13,Jammie Dodgers,2
2017-01-13,Salad,2
2017-01-13,Truffles,2
2017-01-13,Vegan mincepie,2
2017-01-13,Brownie,1
2017-01-13,Juice,1
2017-01-13,Tiffin,1
2017-01-14,Coffee,46
2017-01-14,Bread,29
2017-01-14,Tea,13
2017-01-14,Cake,11
2017-01-14,Hot chocolate,9
2017-01-14,Tiffin,9
2017-01-14,Medialuna,8
2017-01-14,Hearty & Seasonal,7
2017-01-14,Toast,7
2017-01-14,Alfajores,6
2017-01-14,Pastry,6
2017-01-14,Scone,6
2017-01-14,Brownie,5
2017-01-14,Cookies,5
2017-01-14,Afternoon with the baker,3
2017-01-14,Farm House,3
2017-01-14,Sandwich,3
2017-01-14,Scandinavian,3
2017-01-14,Juice,2
2017-01-14,Focaccia,1
2017-01-14,Frittata,1
2017-01-14,Fudge,1
2017-01-14,Mineral water,1
2017-01-14,Muffin,1
2017-01-14,Truffles,1
2017-01-15,Bread,29
2017-01-15,Coffee,29
2017-01-15,Cake,6
2017-01-15,Jammie Dodgers,6
2017-01-15,Tea,6
2017-01-15,Pastry,5
2017-01-15,Alfajores,4
2017-01-15,Medialuna,4
2017-01-15,Granola,3
2017-01-15,Juice,3
2017-01-15,Scone,3
2017-01-15,Brownie,2
2017-01-15,Farm House,2
2017-01-15,Hearty & Seasonal,2
2017-01-15,The Nomad,2
2017-01-15,Tiffin,2
2017-01-15,Toast,2
2017-01-15,Truffles,2
2017-01-15,Brioche and salami,1
2017-01-15,Cookies,1
2017-01-15,Gingerbread syrup,1
2017-01-15,Hot chocolate,1
2017-01-15,Mineral water,1
2017-01-15,Muffin,1
2017-01-15,Sandwich,1
2017-01-16,Bread,18
2017-01-16,Coffee,16
2017-01-16,Cookies,5
2017-01-16,Tea,5
2017-01-16,Medialuna,4
2017-01-16,Alfajores,2
2017-01-16,Coke,2
2017-01-16,Hot chocolate,2
2017-01-16,Scone,2
2017-01-16,Afternoon with the baker,1
2017-01-16,Brownie,1
2017-01-16,Cake,1
2017-01-16,Jammie Dodgers,1
2017-01-16,Juice,1
2017-01-16,Muffin,1
2017-01-16,Sandwich,1
2017-01-16,Scandinavian,1
2017-01-16,Toast,1
2017-01-16,Truffles,1
2017-01-17,Coffee,32
2017-01-17,Bread,11
2017-01-17,Tea,8
2017-01-17,Cake,6
2017-01-17,Sandwich,6
2017-01-17,Alfajores,5
2017-01-17,Pastry,3
2017-01-17,Toast,3
2017-01-17,Truffles,3
2017-01-17,Hearty & Seasonal,2
2017-01-17,Salad,2
2017-01-17,Chicken Stew,1
2017-01-17,Cookies,1
2017-01-17,Farm House,1
2017-01-17,Hot chocolate,1
2017-01-17,Jammie Dodgers,1
2017-01-17,Medialuna,1
2017-01-17,Muffin,1
2017-01-17,Scandinavian,1
2017-01-17,Smoothies,1
2017-01-17,Soup,1
2017-01-18,Coffee,16
2017-01-18,Tea,14
2017-01-18,Cake,9
2017-01-18,Bread,7
2017-01-18,Cookies,5
2017-01-18,Sandwich,4
2017-01-18,Coke,3
2017-01-18,Muffin,3
2017-01-18,Focaccia,2
2017-01-18,Hot chocolate,2
2017-01-18,Jammie Dodgers,2
2017-01-18,Juice,2
2017-01-18,Medialuna,2
2017-01-18,Pastry,2
2017-01-18,Soup,2
2017-01-18,Alfajores,1
2017-01-18,Crisps,1
2017-01-18,Ella's Kitchen Pouches,1
2017-01-18,Farm House,1
2017-01-18,Fudge,1
2017-01-18,Salad,1
2017-01-18,Scandinavian,1
2017-01-19,Coffee,31
2017-01-19,Bread,16
2017-01-19,Tea,9
2017-01-19,Cake,7
2017-01-19,Hot chocolate,7
2017-01-19,Sandwich,6
2017-01-19,Medialuna,5
2017-01-19,Pastry,5
2017-01-19,Tiffin,4
2017-01-19,Chicken Stew,3
2017-01-19,Farm House,3
2017-01-19,Juice,3
2017-01-19,Alfajores,2
2017-01-19,Cookies,2
2017-01-19,Muffin,2
2017-01-19,Soup,2
2017-01-19,Toast,2
2017-01-19,Coke,1
2017-01-19,Crisps,1
2017-01-19,Focaccia,1
2017-01-19,Granola,1
2017-01-19,Jammie Dodgers,1
2017-01-19,Mineral water,1
2017-01-19,Salad,1
2017-01-19,Scandinavian,1
2017-01-19,Spanish Brunch,1
2017-01-19,Truffles,1
2017-01-20,Coffee,41
2017-01-20,Bread,22
2017-01-20,Tea,13
2017-01-20,Pastry,7
2017-01-20,Sandwich,7
2017-01-20,Muffin,5
2017-01-20,Scone,5
2017-01-20,Cake,4
2017-01-20,Farm House,4
2017-01-20,Toast,4
2017-01-20,Cookies,3
2017-01-20,Medialuna,3
2017-01-20,Scandinavian,3
2017-01-20,Chicken Stew,2
2017-01-20,Hot chocolate,2
2017-01-20,Afternoon with the baker,1
2017-01-20,Alfajores,1
2017-01-20,Brownie,1
2017-01-20,Granola,1
2017-01-20,Juice,1
2017-01-20,Raspberry shortbread sandwich,1
2017-01-20,Salad,1
2017-01-20,Smoothies,1
2017-01-20,Tiffin,1
2017-01-20,Truffles,1
2017-01-20,Vegan mincepie,1
2017-01-21,Coffee,43
2017-01-21,Bread,27
2017-01-21,Cake,18
2017-01-21,Tea,11
2017-01-21,Hot chocolate,9
2017-01-21,Scone,9
2017-01-21,Brownie,8
2017-01-21,Medialuna,7
2017-01-21,Tiffin,6
2017-01-21,Sandwich,5
2017-01-21,Scandinavian,5
2017-01-21,Cookies,4
2017-01-21,Frittata,4
2017-01-21,Jammie Dodgers,4
2017-01-21,Juice,4
2017-01-21,Pastry,4
2017-01-21,Spanish Brunch,4
2017-01-21,Afternoon with the baker,3
2017-01-21,Alfajores,3
2017-01-21,Toast,3
2017-01-21,Extra Salami or Feta,2
2017-01-21,Farm House,2
2017-01-21,Fudge,2
2017-01-21,Coke,1
2017-01-21,Duck egg,1
2017-01-21,Granola,1
2017-01-21,Jam,1
2017-01-21,Muffin,1
2017-01-21,Raspberry shortbread sandwich,1
2017-01-21,Smoothies,1
2017-01-21,Truffles,1
2017-01-22,Coffee,42
2017-01-22,Bread,26
2017-01-22,Tea,12
2017-01-22,Cake,11
2017-01-22,Alfajores,6
2017-01-22,Hot chocolate,6
2017-01-22,Jammie Dodgers,6
2017-01-22,Scone,6
2017-01-22,Toast,6
2017-01-22,Sandwich,5
2017-01-22,Soup,5
2017-01-22,Juice,4
2017-01-22,Medialuna,4
2017-01-22,Pastry,4
2017-01-22,Smoothies,3
2017-01-22,Afternoon with the baker,2
2017-01-22,Cookies,2
2017-01-22,Frittata,2
2017-01-22,Salad,2
2017-01-22,The Nomad,2
2017-01-22,Tiffin,2
2017-01-22,Brownie,1
2017-01-22,Duck egg,1
2017-01-22,Eggs,1
2017-01-22,Extra Salami or Feta,1
2017-01-22,Fudge,1
2017-01-22,Raspberry shortbread sandwich,1
2017-01-22,Spanish Brunch,1
2017-01-22,Truffles,1
2017-01-23,Coffee,29
2017-01-23,Cake,18
2017-01-23,Bread,10
2017-01-23,Tea,10
2017-01-23,Hot chocolate,8
2017-01-23,Cookies,6
2017-01-23,Sandwich,6
2017-01-23,Soup,5
2017-01-23,Toast,4
2017-01-23,Pastry,2
2017-01-23,Alfajores,1
2017-01-23,Chicken Stew,1
2017-01-23,Coke,1
2017-01-23,Crisps,1
2017-01-23,Extra Salami or Feta,1
2017-01-23,Farm House,1
2017-01-23,Frittata,1
2017-01-23,Juice,1
2017-01-23,Medialuna,1
2017-01-23,Spanish Brunch,1
2017-01-24,Coffee,28
2017-01-24,Bread,20
2017-01-24,Tea,9
2017-01-24,Cake,7
2017-01-24,Chicken Stew,5
2017-01-24,Pastry,5
2017-01-24,Scandinavian,5
2017-01-24,Art Tray,3
2017-01-24,Cookies,3
2017-01-24,Focaccia,3
2017-01-24,Soup,3
2017-01-24,Spanish Brunch,3
2017-01-24,Coke,2
2017-01-24,Farm House,2
2017-01-24,Medialuna,2
2017-01-24,Muffin,2
2017-01-24,Salad,2
2017-01-24,Truffles,2
2017-01-24,Frittata,1
2017-01-24,Fudge,1
2017-01-24,Hot chocolate,1
2017-01-24,Juice,1
2017-01-24,Sandwich,1
2017-01-24,Vegan mincepie,1
2017-01-25,Bread,14
2017-01-25,Coffee,11
2017-01-25,Tea,10
2017-01-25,Sandwich,7
2017-01-25,Cake,4
2017-01-25,Medialuna,3
2017-01-25,Soup,3
2017-01-25,Baguette,2
2017-01-25,Coke,2
2017-01-25,Cookies,2
2017-01-25,Pastry,2
2017-01-25,Chicken Stew,1
2017-01-25,Eggs,1
2017-01-25,Farm House,1
2017-01-25,Hot chocolate,1
2017-01-25,Juice,1
2017-01-25,Muffin,1
2017-01-25,Scandinavian,1
2017-01-25,The Nomad,1
2017-01-25,Toast,1
2017-01-26,Coffee,27
2017-01-26,Bread,19
2017-01-26,Tea,12
2017-01-26,Muffin,9
2017-01-26,Cake,6
2017-01-26,Cookies,6
2017-01-26,Hot chocolate,4
2017-01-26,Juice,4
2017-01-26,Medialuna,4
2017-01-26,Sandwich,4
2017-01-26,Baguette,3
2017-01-26,Soup,3
2017-01-26,Spanish Brunch,3
2017-01-26,Chicken Stew,2
2017-01-26,Farm House,2
2017-01-26,Pastry,2
2017-01-26,Art Tray,1
2017-01-26,Jam,1
2017-01-26,Toast,1
2017-01-27,Coffee,43
2017-01-27,Bread,23
2017-01-27,Tea,14
2017-01-27,Cookies,10
2017-01-27,Soup,10
2017-01-27,Cake,8
2017-01-27,Muffin,6
2017-01-27,Pastry,5
2017-01-27,Scone,5
2017-01-27,Hot chocolate,4
2017-01-27,Juice,4
2017-01-27,Medialuna,4
2017-01-27,Sandwich,4
2017-01-27,Farm House,3
2017-01-27,Toast,3
2017-01-27,Truffles,3
2017-01-27,Bakewell,2
2017-01-27,Brownie,2
2017-01-27,Spanish Brunch,2
2017-01-27,Baguette,1
2017-01-27,Chicken Stew,1
2017-01-27,Extra Salami or Feta,1
2017-01-27,Scandinavian,1
2017-01-27,The Nomad,1
2017-01-28,Coffee,56
2017-01-28,Bread,42
2017-01-28,Tea,20
2017-01-28,Scone,11
2017-01-28,Hot chocolate,10
2017-01-28,Brownie,8
2017-01-28,Cake,8
2017-01-28,Medialuna,7
2017-01-28,Pastry,7
2017-01-28,Sandwich,7
2017-01-28,Juice,6
2017-01-28,Bakewell,5
2017-01-28,Frittata,5
2017-01-28,Baguette,4
2017-01-28,Focaccia,4
2017-01-28,Muffin,4
2017-01-28,Scandinavian,4
2017-01-28,Farm House,3
2017-01-28,Jam,3
2017-01-28,Salad,3
2017-01-28,Toast,3
2017-01-28,Cookies,2
2017-01-28,Extra Salami or Feta,2
2017-01-28,The Nomad,2
2017-01-28,Alfajores,1
2017-01-28,Chicken Stew,1
2017-01-28,Coke,1
2017-01-28,Eggs,1
2017-01-28,Gingerbread syrup,1
2017-01-28,Mineral water,1
2017-01-28,Smoothies,1
2017-01-28,Soup,1
2017-01-28,Spanish Brunch,1
2017-01-28,Valentine's card,1
2017-01-28,Vegan mincepie,1
2017-01-29,Coffee,31
2017-01-29,Bread,22
2017-01-29,Medialuna,10
2017-01-29,Pastry,10
2017-01-29,Tea,8
2017-01-29,Cookies,7
2017-01-29,Cake,6
2017-01-29,Hot chocolate,6
2017-01-29,Baguette,5
2017-01-29,Sandwich,5
